,text,user,location,label,Hash words
919,22/02/21nέα κρούσματα: 880 διασωληνωμένοι: 346 (+20)νέες απώλειες: 24 (συν:6.321)τεστ σήμερα: 15.610…,oldmaid999,,1,#covid_19grΔευτέρα
920,22/02/21nέα κρούσματα: 880 διασωληνωμένοι: 346 (+20)νέες απώλειες: 24 (συν:6.321)τεστ σήμερα: 15.610…,DimoYagcioglu,"Athens, Greece",1,#covid_19grΔευτέρα
921,"κορονοϊός: 346 διασωληνωμένοι, 24 θάνατοι, 880 κρούσματα: Ο εοδυ ανακοίνωσε ότι δευτέρα 22 φεβρουαρίου καταγράφ…",IlidakamposG,ΑΜΑΛΙΑΔΑ ΗΛΕΙΑΣ,1,No hashtags
922,22/02/21nέα κρούσματα: 880 διασωληνωμένοι: 346 (+20)νέες απώλειες: 24 (συν:6.321)τεστ σήμερα: 15.610…,TadeEfh123,,1,#covid_19grΔευτέρα
923,Η γεωγραφική κατανομή 880 κρουσμάτων covid-19 χώρα,politis_online,,1,No hashtags
924,covid-19: Τα κρούσματα λακωνία δευτέρα μέσω,Laconialive,"Σπάρτη, Ελλάς",1,No hashtags
925,λόγω covid είναι μόνοι κελια,zoeminits,,1,No hashtags
926,22/02/21nέα κρούσματα: 880 διασωληνωμένοι: 346 (+20)νέες απώλειες: 24 (συν:6.321)τεστ σήμερα: 15.610…,Efticho,,1,#covid_19grΔευτέρα
927,ακόμα 24 άνθρωποι covid-19 κατέληξαν τελευταίο 24ωρο,EFSYNTAKTON,,1,No hashtags
928,22/02/21nέα κρούσματα: 880 διασωληνωμένοι: 346 (+20)νέες απώλειες: 24 (συν:6.321)τεστ σήμερα: 15.610…,KarmaKatna,,1,#covid_19grΔευτέρα
929,880 σήμερα 24 νέοι θάνατοι…,hermesnewsgr,Ελλάς,1,#κορονοϊός #κορωνοϊός #COVID19gr#covid19greece #Covid_19 #COVID19#ΕΟΔΥ: #κρούσματα
930,"εξι (6) κρούσματα covid κέρκυρα έδωσε σήμερα 22.2.2021 εοδυ.αναλυτικά, πανελλαδικά είχαμε 880 νέα κρούσματ…",kerkyrasimera,"Κέρκυρα, Ελλάς",1,No hashtags
931,Η κόρινθος είχε μέχρι λίγες μέρες θέματα κρούσματα. Ο αριθμός κρουσμάτων βρίσκονταν χαμηλά επ…,KonstantinaZir,,1,No hashtags
932,θετική νόσο covid-19 βρέθηκε λίγο δασκάλα 6ου δημοτικού σχολείου αποτέλεσμα πρωτοβάθμια προχωρ…,kerkyrasimera,"Κέρκυρα, Ελλάς",1,No hashtags
933,22/02/21nέα κρούσματα: 880 διασωληνωμένοι: 346 (+20)νέες απώλειες: 24 (συν:6.321)τεστ σήμερα: 15.610…,artemis_klin,Ελλάς,1,#covid_19grΔευτέρα
934,22/02/21nέα κρούσματα: 880 διασωληνωμένοι: 346 (+20)νέες απώλειες: 24 (συν:6.321)τεστ σήμερα: 15.610…,giota_no,,1,#covid_19grΔευτέρα
935,"κέρκυρα: εκτός δασκάλα Β τάξης 6ου δημοτικού σχολείου βρέθηκε θετική covid-19, θετική είναι και…",XONDROGIANNI,CORFU GREECE,1,No hashtags
936,22/02/21nέα κρούσματα: 880 διασωληνωμένοι: 346 (+20)νέες απώλειες: 24 (συν:6.321)τεστ σήμερα: 15.610…,balafara,δίπλα από το σπίτι του Γιώργου,1,#covid_19grΔευτέρα
937,22/02/21nέα κρούσματα: 880 διασωληνωμένοι: 346 (+20)νέες απώλειες: 24 (συν:6.321)τεστ σήμερα: 15.610…,papamitc,"Athens,  Greece",1,#covid_19grΔευτέρα
938,ιθάκη: rapid test covid -19 μέθοδο drive through κινητή ομάδα εοδυ παρασκευή 26/2…,inkefaloniagr,"Kefalonia, Greece",1,No hashtags
939,"41 κρούσματα covid-19 φυλακές αγίου στεφάνου, 240 κρατούμενοι καραντίνα",epatragr,"Patras, Greece",1,No hashtags
940,τest covid αμφιλοχία “έκρηξη” κρουσμάτων via,agrinioculture,Agrinio ,1,No hashtags
941,"πριν λίγο, βγήκε δεδομένο ότι κυριακή, είχαμε 264 (!!) εισαγωγές covid, νοσοκομεία χώρας. εί…",AlkisSteas,,1,No hashtags
942,Με θετικό rapid δύο αρνητικά pcr!!!!!!,gvftanipia,,1,#Covid_19
943,κορωνοϊός: απότομη αύξηση ιικού φορτίου αστικά λύματα κρήτης - Η κατάσταση ανά περιοχή,skaigr,Greece,1,#Υγεία #Κρήτη…
944,"κέρκυρα: εκτός δασκάλα Β τάξης 6ου δημοτικού σχολείου βρέθηκε θετική covid-19, θετική είναι και…",dr_Gr_House,Greece,1,No hashtags
945,"κέρκυρα: εκτός δασκάλα Β τάξης 6ου δημοτικού σχολείου βρέθηκε θετική covid-19, θετική είνα…",kerkyrasimera,"Κέρκυρα, Ελλάς",1,No hashtags
946,κέρκυρα: θετική covid-19 καθαρίστρια 6ου δημοτικού σχολείου - κέρκυρα σήμερα,XONDROGIANNI,CORFU GREECE,1,No hashtags
947,κέρκυρα: θετική covid-19 καθαρίστρια 6ου δημοτικού σχολείου - κέρκυρα σήμερα,kerkyrasimera,"Κέρκυρα, Ελλάς",1,No hashtags
948,covid-19: ΄εκλεισαν πολλά σχολεία – έκκληση δημάρχου ρόδου,ParaponaRodou,Rhodes Greece,1,#ΚΟΡΩΝΟΪΌΣ #ΤΟΠΙΚΑ
949,ασθένησα covid πέρυσι μάρτιο έκτοτε έχει επανέλθει γεύση όσφρηση ελάχισταευχαριστώ,AnAthenianToLDN,"London, England",1,No hashtags
950,"aναστολή λειτουργίας δυο τμημάτων δημοτικού παιδικού σταθμού ορμύλιας, λόγω κρούσματος covid-19",ergohalkidikis,Greece,1,No hashtags
951,δωρεάν rapid test covid-19 σύλλογο κυριών δεσποινίδων αλεξανδρούπολης (βίντεο),makthes,thessaloniki,1,No hashtags
952,"βρέθηκαν 3 θετικά δείγματα έλεγχο covid-19, έγινε δύο σχολεία καβάλας",xirafi,"Kavala, Greece",1,#kavala #news #xirafi…
953,δήμος αρχαίας ολυμπίας: νέα rapid test covid-19 κυριακή αγία τριάδα: νέους δωρεάν ελέγχους ταχείας ανίχνε…,IlidakamposG,ΑΜΑΛΙΑΔΑ ΗΛΕΙΑΣ,1,No hashtags
954,ιωάννινα: και δεύτερος χειρουργός θετικός covid – Σε απομόνωση άλλοι γιατροί,lefkadaonline,Ελλάς,1,No hashtags
955,εξιτήριο λεωνίδα γρηγοράκο – νικητής δίμηνη μάχη κορονοϊό,marathiakos,"ATHENS, GREECE",1,#Covid_19 #protagongr
956,εξιτήριο λεωνίδα γρηγοράκο – νικητής δίμηνη μάχη κορονοϊό,protagongr,,1,#Covid_19 #protagongr
957,υποψία νέου κρούσματος covid 19 μαθητή 7ου δημοτικού χίου,MikeArgi,Greece,1,No hashtags
958,"δήμος κω: συνεχίζονται test covid-19 επόμενη εβδομάδα, αντί αύριο, πυλί -",Kosnews24gr,Κως,1,No hashtags
959,πρωτευουσιανα...χθες βράδυ ήμουν εκεί...πιο άνετος κόσμος...covid free,commanderwom,-Ιονιο- 🇬🇷,1,No hashtags
960,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,tourtitsa,Athens Greece,1,No hashtags
961,και δεύτερος χειρουργός covid χατζηκώστα,PeriodikoStep,,1,No hashtags
962,Με θετικό rapid δύο αρνητικά pcr!!!!!!,___stathis,,1,#Covid_19
963,τον έχεις κοροναϊο.,___stathis,,1,No hashtags
964,Με θετικό rapid δύο αρνητικά pcr!!!!!!,RigasFeraios73,,1,#Covid_19
965,Με θετικό rapid δύο αρνητικά pcr!!!!!!,AthanDim,"Athens - Thessaloniki, Greece",1,#Covid_19
966,Το ευχαριστώ ασθενή covid εξήλθε υγιής νοσοκομείο κορίνθου,KorinthosNews17,"Κόρινθος, Ελλάς",1,No hashtags
967,Με θετικό rapid δύο αρνητικά pcr!!!!!!,karapanagiotidu," Μακεδονία, Ελλάς",1,#Covid_19
968,από covid-19 πέθανε εργαζόμενος μεγάλης αλυσίδας σούπερ μάρκετ πειραιά,entypos,Greece,1,No hashtags
969,από covid-19 πέθανε εργαζόμενος μεγάλης αλυσίδας σούπερ μάρκετ πειραιά via …,EReportaz,,1,No hashtags
970,"δήμος κω: συνεχίζονται test covid_19 επόμενη εβδομάδα, αντί αύριο, πυλί via",aegeanews,,1,No hashtags
971,θετική covid εκπαιδευτικός 6ο δημοτικό κέρκυρας,XONDROGIANNI,CORFU GREECE,1,No hashtags
972,θετική covid εκπαιδευτικός 6ο δημοτικό κέρκυρας,kerkyrasimera,"Κέρκυρα, Ελλάς",1,No hashtags
973,(πληροφοριες) θετικός covid διαιτητής Α’ κατηγορίας / συναγερμός αναστάτωση via .com,protathlimacom,Cyprus,1,No hashtags
974,αυξημένη μετάδοση ιού ενδο-οικογενειακά εργασιακούς χώρους διαπιστώνεται ιχνηλάτηση.σύσκεψη υπουργού …,kyriakichristo,Nicosia,1,No hashtags
975,δωρεάν rapid test covid-19 σύλλογο κυριών δεσποινίδων αλεξανδρούπολης (βίντεο),evros_24,14ης Μαΐου 7,1,No hashtags
976,νέα κρούσματα covid-19 σχολικές μονάδες δήμου τρίπολης -,drt915,Τρίπολη ,1,No hashtags
977,ζητούν άμεσα τεστ covid δημοτικό ποταμού.,corfutvnews,"Κέρκυρα, Ελλάς",1,No hashtags
978,αυξημένη μετάδοση ιού ενδο-οικογενειακά εργασιακούς χώρους διαπιστώνεται ιχνηλάτηση.σύσκεψη υπουργού …,GovCyprus,Cyprus,1,No hashtags
979,ιωάννινα: και δεύτερος χειρουργός θετικός covid – Σε απομόνωση άλλοι γιατροί,epirusnews,"Epirus, Greece",1,No hashtags
980,αυξημένη μετάδοση ιού ενδο-οικογενειακά εργασιακούς χώρους διαπιστώνεται ιχνηλάτηση.σύσκεψη υπουργού …,candoula30,Cyprus,1,No hashtags
981,αυξημένη μετάδοση ιού ενδο-οικογενειακά εργασιακούς χώρους διαπιστώνεται ιχνηλάτηση.σύσκεψη υπουργού …,K_Ioannou,Cyprus,1,No hashtags
982,διευρύνονται ερευνώνται επαφές νέων κρουσμάτων covid,lefkadaonline,Ελλάς,1,No hashtags
983,αυξημένη μετάδοση ιού ενδο-οικογενειακά εργασιακούς χώρους διαπιστώνεται ιχνηλάτηση.σύσκεψη…,PIOcy,"Λευκωσία, Κύπρος",1,No hashtags
984,θετική covid δασκάλα δημοτικού σχολείου κέρκυρας - ενημερωση On line,enimerosi_news,Corfu,1,No hashtags
985,αυξημένη μετάδοση ιού τόσο ενδο-οικογενειακό επίπεδο όσο εργασιακούς χώρους διαπιστώνεται την…,Sigmalivecom,Cyprus,1,No hashtags
986,κεφαλονια - βορειος πολος.: ανακοινωση covid-19 δημου σαμης:,vlahatasamis,kefalonia,1,No hashtags
987,"συνεχίζονται test covid_19 επόμενη εβδομάδα, αντί αύριο, στο...",dimokratikinews,Rhodes Greece,1,#Δημοκρατική #Ρόδος #Δωδεκάνησα
988,μόλις ενημέρωση γυναίκα πελάτη μπήκε ενταντική λόγω .35 χρονών παιδί..μακάρι γίνει κα…,Mitsiscious,"Athens, Greece",1,#Covid_19
989,μανδαλιανός: Τα 12 μεταλλαγμένα στελέχη Ν. αφρικής έφεραν lockdown (ηχητικο),grtimes_,"Thessaloniki, Greece",1,No hashtags
990,μανδαλιανός: Τα 12 μεταλλαγμένα στελέχη Ν. αφρικής έφεραν lockdown,entypos,Greece,1,No hashtags
991,"και δεύτερος χειρουργός covid χατζηκώστα • epiruspost • ειδήσεις, ιωάννινα, άρτα, πρέβεζα, θεσπρωτία",EpirusPost_GR,Ioannina,1,No hashtags
992,10 μέρες κρεβάτι covid πήρα μόνο 3 κιλά.καλά πήγε αυτό.,GiannisGWC,,1,No hashtags
993,παραμένει χαμηλός αριθμός κρουσμάτων covid δήμο ηρακλείου αττικής - ota voic,OTAVOICE2,"Attiki, Greece",1,No hashtags
994,"ραγδαία αύξηση κρουσμάτων covid-19 σχολεία δήμου καβάλας, δήμαρχος ζητάει αναστολή λειτουργίας το…",xirafi,"Kavala, Greece",1,No hashtags
995,υποψία νέου κρούσματος covid 19 μαθητή 7ου δημοτικού,AlithiaChios,"Χίος, Ελλάς",1,No hashtags
996,Η θαυμαστή ανάρρωση άντρα covid-19,ioannatagari,,1,No hashtags
997,κορωνοϊός: βρέφος 20 ημερών νοσηλεύεται μεθ covid,CNNgreece,Greece,1,No hashtags
998,έκτακτα μέτρα προστασίας δημόσιας υγείας κίνδυνο περαιτέρω διασποράς κο- ρωνοϊού covid-19 σύνολο επικ…,tzervoudakis,"Αττική, Ελλάς",1,No hashtags
999,έκτακτα μέτρα προστασίας δημόσιας υγείας κίνδυνο περαιτέρω διασποράς κο- ρωνοϊού covid-19 σύνολο επικ…,PStampoulidis,Athens,1,No hashtags
1000,στην καρυά τετάρτη δωρεάν τεστ covid-19,elassonagr,"Ελασσόνα, Ελλάς",1,No hashtags
1001,έκτακτα μέτρα προστασίας δημόσιας υγείας κίνδυνο περαιτέρω διασποράς κο- ρωνοϊού covid-19 σύνολο επικ…,XmLdl,,1,No hashtags
1002,έκτακτα μέτρα προστασίας δημόσιας υγείας κίνδυνο περαιτέρω διασποράς κο- ρωνοϊού covid-19 σύνολ…,MinDevGR,Greece,1,No hashtags
1003,Τι έδειξαν νέα rapid testsιδιαίτερα χαμηλός ήταν αριθμός κρουσμάτων έβγαλαν αποτελέσματα νέων…,AftodioikisiOn,,1,No hashtags
1004,"κορονοϊός: 326 διασωληνωμένοι, 25 θάνατοι, 884 κρούσματα: οεοδυ ανακοίνωσε ότι κυριακή 21 φεβρουαρίου καταγράφονται σ…",2jkeg18On2y4aqw,Αμαλιαδα Ηλείας,1,No hashtags
1005,αυξήθηκαν νοσηλείες - γεμάτη κλινική covid νοσοκομείου ρεθύμνου,cretalive,Crete,1,No hashtags
1006,ανησυχούν γονείς πολλά κρούσματα covid-19 σχολεία περιφέρειας αμθ!!!,xanthinews,Xanthi,1,No hashtags
1007,μου θέλεις ριο τρομάρα πας διασπείρεις covid εκεί,katkhrol62,Ανδραβιδα,1,No hashtags
1008,μου θέλεις ριο τρομάρα πας διασπείρεις covid εκεί,smerna1979,,1,No hashtags
1009,"στους πυλώνες μαζικών ελέγχων rapid test, ιχνηλάτησης κρουσμάτων εμβολιασμού covid-…",dialogoscy,"Nicosia, Cyprus",1,No hashtags
1010,"πήγα αττικό πατέρα φίλου έπεσε έσπασε ισχίο του. φαινομενική ησυχία, πο…",PhantomDerNacht,In Limbo,1,No hashtags
1011,βρέφος νοσηλεύεται μεθ covid,magnesianews,Volos,1,No hashtags
1012,ενημέρωση πορεία covid-19 - στην κορινθία 6 30 νέα κρούσματα πελοπόννησο,KorinthosNews17,"Κόρινθος, Ελλάς",1,No hashtags
1013,γαρίπα :θάνατοι θετικά κρούσματα λίγες μέρες - κάτοικοι απευθύνουν so λόγω κορωνοϊού,GiorgosSahinis,,1,No hashtags
1014,θετική όμοιων επιπέδων προηγούμενης εβδομάδας παραμένει έκκριση ιικού φορτίου covid λύματα κατ…,xartimolivi_gr, Ν. Πιερίας,1,No hashtags
1015,μαζικά τεστ covid σχολείο ποταμού ζητούν γονείς κηδεμόνες - ενημερωση On line,enimerosi_news,Corfu,1,No hashtags
1016,"κλειστό πολίτες δημαρχείο ηγουμενίτσας, λόγω κρούσματος covid -",pbnews2,Γιάννενα,1,No hashtags
1017,κλειστά σχολεία: αυξάνονται σχολεία βρίσκονται ολική ή μερική αναστολή λόγω κρουσμάτων κορωνοϊού. ξεπέρασαν τ…,AntiDraseis,Greece,1,No hashtags
1018,διασωληνώθηκε βρέφος 20 ημερών covid.ακόμα λέμε παιδιά κινδυνεύουν;#σχολεια,AntiDraseis,Greece,1,#κεραμεως_παραιτησου
1019,"11 δείγματα αφρικανικής μετάλλαξης κορονοϊού, εντοπίστηκαν περιφερειακή ενότητα θεσσαλονίκης, 15 συ…",ERT3Social,Thessalonica,1,No hashtags
1020,λαμία: rapid test περιφέρεια στερεάς – έκκληση σπανού μεγάλη προσοχή! (βίντεο/φωτογραφίες),mag24gr,"Lamia,Greece",1,#mag24gr…
1021,σχολεία-κορονοϊός: αυξάνονται σχολεία κλείνουν λόγω κρουσμάτων,alfavita,Athens Greece,1,No hashtags
1022,"κορονοϊός, καβάλα: «κλειστά» δευτέρα 7ο γυμνάσιο 2ο λύκειο rapid test μαθητές…",kavalapostgr,"Kavala, Greece",1,No hashtags
1023,"συναγερμός εκατοντάδες σχολεία όλη χωρα, εμφάνιση κρουσμάτων υπερσυνωστισμένες σχολικές αίθουσες…",vicky_dritsoula,,1,No hashtags
1024,κορονοϊός: θετικοί δύο οπλίτες νίσυρο - ανησυχητική κατάσταση κάλυμνο,NChatzinikolaou,Athens-Greece,1,No hashtags
1025,συρροή κρουσμάτων κέντρο μεταναστών,Newn_gr,Thessaloniki,1,#newn #κορονοιος #μεταλλαξη #ιαπωνια
1026,κορονοϊός :που εντοπίζονται 15 κρούσματα βοιωτία όλη στερεά:,kliknews_gr,Ελλάς,1,No hashtags
1027,ενώ παράλληλα γίνεται συνεχής εισαγωγή αλβανών πολιτών νοσοκομείο ιωαννίνων αποτέλεσμα αύξηση ιικού φορτίου στ…,AFileleft,,1,No hashtags
1028,ενώ παράλληλα γίνεται συνεχής εισαγωγή αλβανών πολιτών νοσοκομείο ιωαννίνων αποτέλεσμα αύξηση ιικού…,SOULEON1,,1,No hashtags
1029,κορονοϊός: ανησυχητική κατάσταση κάλυμνο – θετικοί δύο οπλίτες νίσυρο,ASTRATV1,Volos,1,No hashtags
1030,νέες καταγγελίες γηροκομείο βόλου,Newn_gr,Thessaloniki,1,#newn #κορονοιος #εμβολιασμοι #παγωνη
1031,κορονοϊός: κρούσματα στρατιώτες νίσυρο - «κοκινίζει» βαθιά κάλυμνος,DonPantos,"New York, USA",1,No hashtags
1032,κορονοϊός: κρούσματα στρατιώτες νίσυρο - «κοκινίζει» βαθιά κάλυμνος,tvxs,,1,No hashtags
1033,συναγερμός αυξημένα κρούσματα μεταλλάξεις ελλάδα – ποιες περιοχές ανησυχούν ειδικούς…,newsbeast,"Athens, Greece",1,No hashtags
1034,ελλαδα-κοσμος κορονοϊός: «κόκκινος συναγερμός» τρεις περιοχές – στο τραπέζι επιτροπής χρήση διπλής μά…,ioannina24,Ioannina,1,No hashtags
1035,κορονοϊός: «κόκκινος συναγερμός» τρεις περιοχές – στο τραπέζι επιτροπής χρήση διπλής μάσκας,enikonomia,,1,No hashtags
1036,"σεισμος τωρα : κορονοιος κρουσματα θεσσαλονικη, οαεδ αππ- πλανήτης άρης",ekklisiaonline,Greece,1,No hashtags
1037,κορονοϊός: θετικοί δύο οπλίτες νίσυρο - ανησυχητική κατάσταση κάλυμνο,enikos_gr,Greece,1,No hashtags
1038,κορονοϊός: ανησυχητική κατάσταση κάλυμνο – θετικοί δύο οπλίτες νίσυρο,taxispanos,Athens,1,No hashtags
1039,κορονοϊός: ανησυχητική κατάσταση κάλυμνο – θετικοί δύο οπλίτες νίσυρο,ASTRATV1,Volos,1,No hashtags
1040,κορονοϊός: ανησυχητική κατάσταση κάλυμνο – θετικοί δύο οπλίτες νίσυρο,DIOGENISCHARALA,KAVALA,1,No hashtags
1041,κορονοϊός: ανησυχία κρούσματα μεταλλάξεις – σήμερα ανακοινώσεις διπλή μάσκα…,foniengr,,1,No hashtags
1042,"«θερίζει» κορονοϊός πολεμική αεροπορία... 8 κρούσματα 25η μκβ, καβάλα",stoxos,ΕΛΛΑΔΑ,1,No hashtags
1043,"στα όρια ""κόκκινου"" γιάννενα - πού οφείλεται πισωγύρισμα - επιστήμη &amp; ζωή - ειδήσεις - νέα…",vignat72,Thessaloniki,1,No hashtags
1044,γιατί πώς μετατράπηκε υγειονομική βόμβα,mechlamp,,1,#φυλακή #Λάρισας #κορονοιος #covid19gr #Σταθοπουλος #Γεωργιαδης…
1045,Ο κορονοϊός ροδόπη ξάνθη,SporadesTv,sporades,1,No hashtags
1046,σαρώνει κορονοϊός πρωτεύουσα - Η αττική επίκεντρο λοιμωξιολόγων.,TheTOC_gr,Athens Greece,1,No hashtags
1047,κορονοϊός: συναγερμός νέα μετάλλαξη – μπορεί ανιχνεύουν μοριακά τεστ,GPantool,Greece,1,No hashtags
1048,κορονοϊός :που εντοπίζονται 15 κρούσματα βοιωτία όλη στερεά:,kliknews_gr,Ελλάς,1,No hashtags
1049,κορονοϊός : που εντοπίζονται χθεσινά κρούσματα βοιωτία,ThivaRealnews,ΘΗΒΑ REAL NEWS,1,No hashtags
1050,κορονοϊός κύπρο: ένας θάνατος 107 νέα κρούσματα τελευταίες 24 ώρες,tromaktiko_blog,Athens,1,No hashtags
1051,κορονοϊός: αυξήθηκαν μεταλλαγμένα νέα κρούσματα – ανησυχία αττική,DIOGENISCHARALA,KAVALA,1,No hashtags
1052,κύπρος – κορονοϊός: ένας θάνατος 107 νέα κρούσματα μέσω,emvolos,Ελλάς,1,No hashtags
1053,medispin: κορονοϊός: 281 νέα μεταλλαγμένα κρούσματα χώρα...,annamastorak,Πάτρα,1,No hashtags
1054,"διψήφιος αριθμός κρουσμάτων φοίνικα φίλιππο, 5 (+2 σταφ) έφτασε ολυμπιακός. Ο κορονοϊός απελαύνε…",Fokara1975,,1,No hashtags
1055,κορονοϊός: ανησυχία μεταλλαγμένα στελέχη – Οι περιοχές κρήτης βρίσκονται κοντά lockdown…,foniengr,,1,No hashtags
1056,κορονοϊός: Σε καραντίνα καταυλισμός προσφύγων,FilippidouO,"Φιλοθέη, Ελλάς",1,#Ant1news
1057,κορονοϊός: συναγερμός λάρισα – Σε καραντίνα δομή κουτσόχερο αύξηση κρουσμάτων…,altsantirigr,"Athens,Greece",1,No hashtags
1058,κορονοϊός: Σε καραντίνα καταυλισμός προσφύγων,AntennaNews,Greece,1,#Ant1news
1059,Απ 129 τεστ 7 θετικα,Martho69610610,,1,#κορονοιος #COVID19
1060,κορονοϊός: πάνω 4.000 rapid test 36 περιοχές – πόσα βγήκαν θετικά,yournews_gr,Ελλάς,1,No hashtags
1061,κορονοϊός :που εντοπίζονται 15 κρούσματα βοιωτία όλη στερεά,viotiashop,,1,No hashtags
1062,κορονοϊός: Σε καραντίνα καταυλισμός κουτσόχερο – θετικοί 20 φιλοξενούμενοι,rula_de,,1,No hashtags
1063,κορονοϊός: Σε καραντίνα καταυλισμός κουτσόχερο – θετικοί 20 φιλοξενούμενοι,klikwebtv,,1,No hashtags
1064,κορονοϊός: αυξήθηκαν μεταλλαγμένα νέα κρούσματα – ανησυχία αττική,sganis,"Chalkida, Greece",1,No hashtags
1065,κορονοϊός: Σε καραντίνα καταυλισμός κουτσόχερο – θετικοί 20 φιλοξενούμενοι,tromaktiko_blog,Athens,1,No hashtags
1066,κορονοϊός: πως κατανέμονται νέα κρούσματα - 97 αχαΐα,pelopnews,Greece,1,No hashtags
1067,"κορονοϊός: νέα κρούσματα, 5 ρόδο - ανήλθαν διασωληνωμένοι …",ParaponaRodou,Rhodes Greece,1,No hashtags
1068,κορονοϊός: αυξήθηκαν μεταλλαγμένα νέα κρούσματα – ανησυχία αττική,OnVolosPortal,Volos,1,No hashtags
1069,"κορονοϊός: άσχημα νέα εοδυ (και) νησί - 6 νέα κρούσματα, 11 κάλυμνο, 5 ρόδο…",periodikonisos,Kos,1,No hashtags
1070,έβηχε αστυνομικούς φώναζε κορονοϊός,elenielenaki55,,1,#Ant1news
1071,κορονοϊός: ακόμη νεκρός άλλα 107 νέα κρούσματα κύπρο,elenielenaki55,,1,No hashtags
1072,κορονοϊός: ακόμη νεκρός άλλα 107 νέα κρούσματα κύπρο,AXristodoulidou,Αθηνα,1,No hashtags
1073,"ελλαδα-κοσμος κορονοϊός: πού εντοπίζονται 1.400 νέα κρούσματα - ""βράζουν"" αττική θεσσαλονίκη: Η αττική παραμ…",ioannina24,Ioannina,1,No hashtags
1074,κορονοϊός: ξαφνική έκρηξη θετικότητας ελλάδα,crisismonitorgr,Greece,1,No hashtags
1075,Απ 129 τεστ 7 θετικα,agnister11,marousi athina..santorini,1,#κορονοιος #COVID19
1076,κορονοϊός: εντοπίστηκαν επιπλέον 281 μεταλλάξεις- συνολικά 764,reportergr,"Athens, Greece",1,#ΕΟΔΥ-
1077,κορονοϊός : 17 νέα κρούσματα ηλεία: ημερήσιος αριθμός κρούσματα ανά 100.000 πληθυσμού επιβεβαιωμένων εγχώριων…,2jkeg18On2y4aqw,Αμαλιαδα Ηλείας,1,No hashtags
1078,Απ 129 τεστ 7 θετικα,mamounaki_,Αθηνα,1,#κορονοιος #COVID19
1079,"κορονοϊός: έκρηξη κρούσματα σήμερα, 59 στερεά &amp; 8 φθιώτιδα",Fthiotida,"Lamia, Fthiotida, Greece",1,No hashtags
1080,κορονοϊός: ένα νέο κρούσμα ιθάκη,inkefaloniagr,"Kefalonia, Greece",1,No hashtags
1081,κορονοϊός-αττική: πού εντοπίζονται 687 νέα κρούσματα,NChatzinikolaou,Athens-Greece,1,No hashtags
1082,κορονοϊός: 2 νέα κρούσματα κεφαλονιά- 1400 νέα κρούσματα σήμερα 18/02,inkefaloniagr,"Kefalonia, Greece",1,No hashtags
1083,κορονοϊός: 15 κρούσματα κορινθία - -,loutrakiblog,Λουτράκι Κορινθίας,1,#loutrakiblog
1084,μεταλλαγμένος κορονοϊός: συναγερμός 22 κρούσματα ανατολική αττική -,irafinagr,,1,No hashtags
1085,18/02/2021συνολικα τεστ 37.009 (pcr: 19.966) θετικοτητα τελευταιου 7ημερου 3.16%,silzax,,1,#COVID19gr #κρουσματα…
1086,κορονοϊός: κοντά «κόκκινο» 13 περιοχές χώρας. ανάμεσά θάσος#kavalapost…,kavalapostgr,"Kavala, Greece",1,No hashtags
1087,κορονοϊός αργολίδα: ακόμα 10 κρούσματα.,argolida,argolida,1,No hashtags
1088,"κορονοϊός: 1.400 κρούσματα χώρα - 11 κάλυμνο, 6 κω, 5 ρόδο",Rodorama_blog,Ρόδος - ΡΟΔΟΣ - Rhodes,1,No hashtags
1089,κορονοϊός: 269 κρούσματα βρετανικής μετάλλαξης 8 νοτιοαφρικανικής |,NikosPachilas,Αthens/Monte Carlo/Nice/Paris,1,No hashtags
1090,κορονοιός 18/2: στα 1400 νέα κρούσματα- 27 θάνατοι- 320 διασωληνωμένοι,GreekMoney,Greece,1,No hashtags
1091,"κορονοϊός: 27 θάνατοι, 320 διασωληνωμένοι 1.400 νέα κρούσματα",TSPs79,"Athens,Greece",1,No hashtags
1092,"κορονοϊός: 27 θάνατοι, 320 διασωληνωμένοι 1.400 νέα κρούσματα",christosroukos,,1,No hashtags
1093,μεταλλαγμένος κορονοϊός: 281 νέα κρούσματα ελλάδα,DIOGENISCHARALA,KAVALA,1,No hashtags
1094,κορονοϊός: Τα νέα κρούσματα χώρα σήμερα (18/02/2021) - γλυφάδα metropolitan,GlyfadaMetropol,ΓΛΥΦΑΔΑ,1,No hashtags
1095,κορονοϊός: «ηφαίστειο» αττική – αγκομαχά θεσσαλονίκη – πως κατανέμονται νέα κρούσματα,DIOGENISCHARALA,KAVALA,1,No hashtags
1096,κορονοϊός - θεσσαλονίκη: έντονη αυξητική τάση δείχνουν λύματα | τεχνολογία - επιστήμη | ant1 new,cpt_James_Hood,Athens Egaleo 12242,1,No hashtags
1097,"κορονοϊός: 27 θάνατοι, 320 διασωληνωμένοι 1.400 νέα κρούσματα",nikolasbe1,,1,No hashtags
1098,κορονοϊός: διψήφια 15 κρούσματα κορινθία,loutraki365,,1,No hashtags
1099,μεταλλαγμένος κορονοϊός: 281 νέα κρούσματα ελλάδα,yournews_gr,Ελλάς,1,No hashtags
